   ID | AIRCRAFT | TYPE                 | CATEGORIE       | SOUS-CAT     | CONF OCR  | CLASSIF | FICHIER
  402 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.4% |   1.00 | 338.pdf
  404 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.2% |   1.00 | 339.pdf
  401 | TS-INP   | JOBCARD              | Check C         | -            | ✅  77.7% |   1.00 | 340.pdf
  405 | TS-INP   | JOBCARD              | Check C         | -            | ✅  79.5% |   1.00 | 341.pdf
  406 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.1% |   1.00 | 342.pdf
   33 | TS-INP   | JOBCARD              | Check C         | -            | ✅  70.8% |   1.00 | 343.pdf
   32 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.9% |   1.00 | 344.pdf
   34 | TS-INP   | JOBCARD              | Check C         | -            | ✅  67.6% |   1.00 | 345.pdf
  409 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.9% |   1.00 | 346.pdf
  408 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.7% |   1.00 | 347.pdf
   35 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.5% |   1.00 | 348.pdf
  407 | TS-INP   | JOBCARD              | Check C         | -            | ✅  79.6% |   1.00 | 349.pdf
  410 | TS-INP   | JOBCARD              | Check C         | -            | ✅  82.0% |   1.00 | 350.pdf
  411 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.1% |   1.00 | 351.pdf
  412 | TS-INP   | JOBCARD              | Check C         | -            | ✅  82.6% |   1.00 | 352.pdf
  414 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.6% |   1.00 | 354.pdf
  413 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.8% |   1.00 | 355.pdf
   36 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.7% |   1.00 | 356.pdf
  417 | TS-INP   | JOBCARD              | Check C         | -            | ✅  80.4% |   1.00 | 357.pdf
  416 | TS-INP   | JOBCARD              | Check C         | -            | ✅  68.8% |   1.00 | 358.pdf
   37 | TS-INP   | JOBCARD              | Check C         | -            | ✅  70.7% |   1.00 | 359.pdf
  419 | TS-INP   | JOBCARD              | Check C         | -            | ✅  68.2% |   1.00 | 360.pdf
  415 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.6% |   1.00 | 361.pdf
  418 | TS-INP   | JOBCARD              | Check C         | -            | ✅  87.4% |   1.00 | 362.pdf
  420 | TS-INP   | JOBCARD              | Check C         | -            | ✅  62.9% |   1.00 | 363.pdf
  421 | TS-INP   | JOBCARD              | Check C         | -            | ⚠️  58.1% |   1.00 | 364.pdf
   39 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.5% |   1.00 | 365.pdf
   38 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.1% |   1.00 | 367.pdf
  422 | TS-INP   | JOBCARD              | Check C         | -            | ✅  69.9% |   1.00 | 369.pdf
  425 | TS-INP   | JOBCARD              | Check C         | -            | ✅  70.9% |   1.00 | 370.pdf
   40 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.3% |   1.00 | 371.pdf
  423 | TS-INP   | JOBCARD              | Check C         | -            | ✅  70.5% |   1.00 | 372.pdf
  424 | TS-INP   | JOBCARD              | Check C         | -            | ✅  60.2% |   1.00 | 373.pdf
  426 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.0% |   1.00 | 374.pdf
   43 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.4% |   1.00 | 375.pdf
   42 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.7% |   1.00 | 376.pdf
   44 | TS-INP   | JOBCARD              | Check C         | -            | ✅  68.6% |   1.00 | 377.pdf
   41 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.0% |   1.00 | 378.pdf
  429 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.9% |   1.00 | 379.pdf
   45 | TS-INP   | JOBCARD              | Check C         | -            | ✅  80.1% |   1.00 | 380.pdf
  428 | TS-INP   | JOBCARD              | Check C         | -            | ✅  82.9% |   1.00 | 383.pdf
  430 | TS-INP   | JOBCARD              | Check C         | -            | ✅  83.5% |   1.00 | 384.pdf
  427 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.0% |   1.00 | 385.pdf
  431 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.8% |   1.00 | 387.pdf
  432 | TS-INP   | JOBCARD              | Check C         | -            | ✅  78.2% |   1.00 | 388.pdf
  433 | TS-INP   | JOBCARD              | Check C         | -            | ✅  78.8% |   1.00 | 389.pdf
   46 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.6% |   1.00 | 390.pdf
   47 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.2% |   1.00 | 391.pdf
   48 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.1% |   1.00 | 392.pdf
  437 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.7% |   1.00 | 393.pdf
  436 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.7% |   1.00 | 395.pdf
  434 | TS-INP   | JOBCARD              | Check C         | -            | ✅  80.2% |   1.00 | 396.pdf
  435 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.8% |   1.00 | 397.pdf
  438 | TS-INP   | JOBCARD              | Check C         | -            | ✅  66.3% |   1.00 | 398.pdf
  439 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.1% |   1.00 | 399.pdf
   49 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.6% |   1.00 | 600.pdf
   51 | TS-INP   | JOBCARD              | Check C         | -            | ✅  83.3% |   1.00 | 604.pdf
   50 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.4% |   1.00 | 605.pdf
  441 | TS-INP   | JOBCARD              | Check C         | -            | ✅  88.6% |   1.00 | 607.pdf
   52 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.7% |   1.00 | 608.pdf
  440 | TS-INP   | JOBCARD              | Check C         | -            | ✅  82.2% |   1.00 | 609.pdf
  442 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.7% |   1.00 | 610.pdf
  443 | TS-INP   | JOBCARD              | Check C         | -            | ✅  77.2% |   1.00 | 611.pdf
  444 | TS-INP   | JOBCARD              | Check C         | -            | ⚠️  57.7% |   1.00 | 612.pdf
  445 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.4% |   1.00 | 613.pdf
  446 | TS-INP   | JOBCARD              | Check C         | -            | ✅  83.0% |   1.00 | 614.pdf
  447 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.4% |   1.00 | 615.pdf
   53 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.0% |   1.00 | 616.pdf
   54 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.4% |   1.00 | 617.pdf
  452 | TS-INP   | JOBCARD              | Check C         | -            | ✅  79.0% |   1.00 | 618.pdf
  450 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.1% |   1.00 | 619.pdf
  448 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.3% |   1.00 | 620.pdf
  449 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.3% |   1.00 | 621.pdf
  451 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.1% |   1.00 | 622.pdf
   55 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.3% |   1.00 | 623.pdf
   56 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.0% |   1.00 | 624.pdf
   58 | TS-INP   | JOBCARD              | Check C         | -            | ✅  77.1% |   1.00 | 625.pdf
   57 | TS-INP   | JOBCARD              | Check C         | -            | ✅  77.1% |   1.00 | 626.pdf
   59 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.3% |   1.00 | 627.pdf
  457 | TS-INP   | JOBCARD              | Check C         | -            | ✅  80.2% |   1.00 | 628.pdf
  456 | TS-INP   | JOBCARD              | Check C         | -            | ✅  81.2% |   1.00 | 629.pdf
  453 | TS-INP   | JOBCARD              | Check C         | -            | ✅  82.0% |   1.00 | 630.pdf
  455 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.1% |   1.00 | 631.pdf
  454 | TS-INP   | JOBCARD              | Check C         | -            | ✅  80.9% |   1.00 | 632.pdf
  458 | TS-INP   | JOBCARD              | Check C         | -            | ✅  81.3% |   1.00 | 633.pdf
   60 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.3% |   1.00 | 638.pdf
   61 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.4% |   1.00 | 639.pdf
   62 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.1% |   1.00 | 640.pdf
  460 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.9% |   1.00 | 641.pdf
  459 | TS-INP   | JOBCARD              | Check C         | -            | ✅  85.1% |   1.00 | 646.pdf
  462 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.1% |   1.00 | 647.pdf
   63 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.5% |   1.00 | 648.pdf
  461 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.5% |   1.00 | 649.pdf
  463 | TS-INP   | JOBCARD              | Check C         | -            | ✅  84.0% |   1.00 | 650.pdf
   64 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.9% |   1.00 | 651.pdf
   66 | TS-INP   | JOBCARD              | Check C         | -            | ✅  77.2% |   1.00 | 652.pdf
   65 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.7% |   1.00 | 653.pdf
   67 | TS-INP   | JOBCARD              | Check C         | -            | ✅  62.6% |   1.00 | 654.pdf
  467 | TS-INP   | JOBCARD              | Check C         | -            | ✅  67.1% |   1.00 | 655.pdf
   68 | TS-INP   | JOBCARD              | Check C         | -            | ✅  69.5% |   1.00 | 656.pdf
  468 | TS-INP   | JOBCARD              | Check C         | -            | ✅  81.4% |   1.00 | 657.pdf
  466 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.0% |   1.00 | 658.pdf
  464 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.5% |   1.00 | 659.pdf
  465 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.8% |   1.00 | 660.pdf
  469 | TS-INP   | JOBCARD              | Check C         | -            | ✅  66.8% |   1.00 | 661.pdf
   71 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.7% |   1.00 | 662.pdf
   69 | TS-INP   | JOBCARD              | Check C         | -            | ✅  69.7% |   1.00 | 663.pdf
   70 | TS-INP   | JOBCARD              | Check C         | -            | ✅  79.8% |   1.00 | 664.pdf
  470 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.9% |   1.00 | 665.pdf
   72 | TS-INP   | JOBCARD              | Check C         | -            | ✅  68.2% |   1.00 | 666.pdf
  471 | TS-INP   | JOBCARD              | Check C         | -            | ✅  67.0% |   1.00 | 667.pdf
  472 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.0% |   1.00 | 668.pdf
  474 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.9% |   1.00 | 669.pdf
  473 | TS-INP   | JOBCARD              | Check C         | -            | ✅  70.6% |   1.00 | 670.pdf
   74 | TS-INP   | JOBCARD              | Check C         | -            | ⚠️  56.1% |   1.00 | 671.pdf
   73 | TS-INP   | JOBCARD              | Check C         | -            | ✅  81.3% |   1.00 | 672.pdf
   75 | TS-INP   | JOBCARD              | Check C         | -            | ✅  80.7% |   1.00 | 673.pdf
   76 | TS-INP   | JOBCARD              | Check C         | -            | ✅  83.4% |   1.00 | 674.pdf
   77 | TS-INP   | JOBCARD              | Check C         | -            | ✅  79.9% |   1.00 | 675.pdf
  475 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.1% |   1.00 | 676.pdf
  477 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.7% |   1.00 | 677.pdf
  479 | TS-INP   | JOBCARD              | Check C         | -            | ✅  65.5% |   1.00 | 678.pdf
  476 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.7% |   1.00 | 679.pdf
  478 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.6% |   1.00 | 692.pdf
  480 | TS-INP   | JOBCARD              | Check C         | -            | ✅  65.4% |   1.00 | 693.pdf
  481 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.8% |   1.00 | 694.pdf
  482 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.2% |   1.00 | 695.pdf
  483 | TS-INP   | JOBCARD              | Check C         | -            | ✅  82.9% |   1.00 | 696.pdf
  487 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.6% |   1.00 | 697.pdf
   78 | TS-INP   | JOBCARD              | Check C         | -            | ⚠️  58.6% |   1.00 | 698.pdf
  484 | TS-INP   | JOBCARD              | Check C         | -            | ✅  63.5% |   1.00 | 699.pdf
  485 | TS-INP   | JOBCARD              | Check C         | -            | ✅  78.5% |   1.00 | 700.pdf
  488 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.8% |   1.00 | 701.pdf
  486 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.0% |   1.00 | 702.pdf
   79 | TS-INP   | JOBCARD              | Check C         | -            | ✅  69.0% |   1.00 | 703.pdf
   80 | TS-INP   | JOBCARD              | Check C         | -            | ⚠️  59.3% |   1.00 | 704.pdf
   81 | TS-INP   | JOBCARD              | Check C         | -            | ✅  62.6% |   1.00 | 705.pdf
   82 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.5% |   1.00 | 706.pdf
  492 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.9% |   1.00 | 707.pdf
   83 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.4% |   1.00 | 708.pdf
  491 | TS-INP   | JOBCARD              | Check C         | -            | ✅  78.1% |   1.00 | 709.pdf
  489 | TS-INP   | JOBCARD              | Check C         | -            | ✅  70.9% |   1.00 | 710.pdf
  490 | TS-INP   | JOBCARD              | Check C         | -            | ✅  78.4% |   1.00 | 711.pdf
  493 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.0% |   1.00 | 712.pdf
   85 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.9% |   1.00 | 713.pdf
   84 | TS-INP   | JOBCARD              | Check C         | -            | ✅  78.0% |   1.00 | 714.pdf
   87 | TS-INP   | JOBCARD              | Check C         | -            | ✅  65.5% |   1.00 | 715.pdf
   86 | TS-INP   | JOBCARD              | Check C         | -            | ✅  62.2% |   1.00 | 716.pdf
   88 | TS-INP   | JOBCARD              | Check C         | -            | ✅  62.5% |   1.00 | 717.pdf
  494 | TS-INP   | JOBCARD              | Check C         | -            | ✅  70.5% |   1.00 | 718.pdf
  496 | TS-INP   | JOBCARD              | Check C         | -            | ✅  79.9% |   1.00 | 719.pdf
  495 | TS-INP   | JOBCARD              | Check C         | -            | ✅  79.6% |   1.00 | 720.pdf
  497 | TS-INP   | JOBCARD              | Check C         | -            | ✅  83.9% |   1.00 | 721.pdf
  498 | TS-INP   | JOBCARD              | Check C         | -            | ✅  81.7% |   1.00 | 722.pdf
   91 | TS-INP   | JOBCARD              | Check C         | -            | ✅  64.0% |   1.00 | 723.pdf
   90 | TS-INP   | JOBCARD              | Check C         | -            | ✅  79.8% |   1.00 | 725.pdf
  499 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.3% |   1.00 | 726.pdf
   89 | TS-INP   | JOBCARD              | Check C         | -            | ✅  70.1% |   1.00 | 727.pdf
  503 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.2% |   1.00 | 728.pdf
  501 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.1% |   1.00 | 729.pdf
  505 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.2% |   1.00 | 730.pdf
  504 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.1% |   1.00 | 731.pdf
  506 | TS-INP   | JOBCARD              | Check C         | -            | ✅  80.3% |   1.00 | 732.pdf
  502 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.1% |   1.00 | 733.pdf
  507 | TS-INP   | JOBCARD              | Check C         | -            | ✅  70.5% |   1.00 | 734.pdf
  509 | TS-INP   | JOBCARD              | Check C         | -            | ✅  78.2% |   1.00 | 735.pdf
  508 | TS-INP   | JOBCARD              | Check C         | -            | ✅  83.1% |   1.00 | 736.pdf
  510 | TS-INP   | JOBCARD              | Check C         | -            | ✅  82.8% |   1.00 | 737.pdf
  512 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.0% |   1.00 | 738.pdf
  516 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.8% |   1.00 | 739.pdf
  515 | TS-INP   | JOBCARD              | Check C         | -            | ✅  81.0% |   1.00 | 740.pdf
  511 | TS-INP   | JOBCARD              | Check C         | -            | ✅  79.0% |   1.00 | 741.pdf
  513 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.2% |   1.00 | 742.pdf
  514 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.3% |   1.00 | 743.pdf
  518 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.9% |   1.00 | 744.pdf
  520 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.5% |   1.00 | 745.pdf
  519 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.2% |   1.00 | 746.pdf
  517 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.2% |   1.00 | 747.pdf
  522 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.4% |   1.00 | 748.pdf
  524 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.9% |   1.00 | 749.pdf
  521 | TS-INP   | JOBCARD              | Check C         | -            | ✅  80.4% |   1.00 | 750.pdf
  523 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.5% |   1.00 | 751.pdf
  525 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.6% |   1.00 | 752.pdf
  526 | TS-INP   | JOBCARD              | Check C         | -            | ✅  65.6% |   1.00 | 753.pdf
  530 | TS-INP   | JOBCARD              | Check C         | -            | ✅  80.6% |   1.00 | 754.pdf
  529 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.1% |   1.00 | 755.pdf
  527 | TS-INP   | JOBCARD              | Check C         | -            | ✅  83.0% |   1.00 | 756.pdf
  528 | TS-INP   | JOBCARD              | Check C         | -            | ✅  81.1% |   1.00 | 757.pdf
  531 | TS-INP   | JOBCARD              | Check C         | -            | ✅  70.9% |   1.00 | 758.pdf
  535 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.2% |   1.00 | 759.pdf
  536 | TS-INP   | JOBCARD              | Check C         | -            | ✅  77.8% |   1.00 | 760.pdf
  534 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.5% |   1.00 | 761.pdf
  532 | TS-INP   | JOBCARD              | Check C         | -            | ✅  80.0% |   1.00 | 762.pdf
  533 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.9% |   1.00 | 763.pdf
  537 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.9% |   1.00 | 764.pdf
  538 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.7% |   1.00 | 765.pdf
  540 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.0% |   1.00 | 766.pdf
  539 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.0% |   1.00 | 767.pdf
  546 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.3% |   1.00 | 768.pdf
  545 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.0% |   1.00 | 769.pdf
  542 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.9% |   1.00 | 770.pdf
  541 | TS-INP   | JOBCARD              | Check C         | -            | ✅  79.0% |   1.00 | 771.pdf
  543 | TS-INP   | JOBCARD              | Check C         | -            | ✅  79.1% |   1.00 | 772.pdf
  544 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.1% |   1.00 | 773.pdf
  550 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.1% |   1.00 | 774.pdf
  547 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.7% |   1.00 | 775.pdf
  549 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.7% |   1.00 | 776.pdf
  548 | TS-INP   | JOBCARD              | Check C         | -            | ✅  70.9% |   1.00 | 777.pdf
  554 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.8% |   1.00 | 778.pdf
  556 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.0% |   1.00 | 779.pdf
  551 | TS-INP   | JOBCARD              | Check C         | -            | ✅  80.4% |   1.00 | 780.pdf
  552 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.1% |   1.00 | 781.pdf
  553 | TS-INP   | JOBCARD              | Check C         | -            | ✅  71.9% |   1.00 | 782.pdf
  555 | TS-INP   | JOBCARD              | Check C         | -            | ✅  79.8% |   1.00 | 783.pdf
  558 | TS-INP   | JOBCARD              | Check C         | -            | ✅  74.0% |   1.00 | 784.pdf
  559 | TS-INP   | JOBCARD              | Check C         | -            | ✅  81.2% |   1.00 | 785.pdf
  557 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.4% |   1.00 | 786.pdf
  560 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.3% |   1.00 | 787.pdf
  565 | TS-INP   | JOBCARD              | Check C         | -            | ✅  78.7% |   1.00 | 788.pdf
  566 | TS-INP   | JOBCARD              | Check C         | -            | ✅  69.9% |   1.00 | 789.pdf
  563 | TS-INP   | JOBCARD              | Check C         | -            | ✅  72.2% |   1.00 | 790.pdf
  564 | TS-INP   | JOBCARD              | Check C         | -            | ✅  78.4% |   1.00 | 791.pdf
  561 | TS-INP   | JOBCARD              | Check C         | -            | ✅  76.1% |   1.00 | 792.pdf
  562 | TS-INP   | JOBCARD              | Check C         | -            | ✅  73.2% |   1.00 | 793.pdf
  568 | TS-INP   | JOBCARD              | Check C         | -            | ✅  81.1% |   1.00 | 794.pdf
  567 | TS-INP   | JOBCARD              | Check C         | -            | ✅  75.3% |   1.00 | 795.pdf
  220 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  58.6% |   1.00 | 1.pdf
  221 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  56.8% |   1.00 | 10.pdf
  222 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  54.8% |   1.00 | 100.pdf
  223 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  57.0% |   1.00 | 101.pdf
  224 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  62.5% |   1.00 | 11.pdf
  226 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  69.2% |   1.00 | 12.pdf
  225 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  63.2% |   1.00 | 13.pdf
  229 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  58.8% |   1.00 | 14.pdf
  230 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  78.9% |   1.00 | 15.pdf
  228 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  71.5% |   1.00 | 16.pdf
  227 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  57.1% |   1.00 | 18.pdf
  233 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  57.4% |   1.00 | 19.pdf
  232 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  65.7% |   1.00 | 2.pdf
  231 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  66.5% |   1.00 | 20.pdf
  234 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  57.9% |   1.00 | 21.pdf
  236 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  59.4% |   1.00 | 22.pdf
  235 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  62.0% |   1.00 | 23.pdf
  238 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  70.2% |   1.00 | 24.pdf
  239 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  62.6% |   1.00 | 25.pdf
  240 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  68.4% |   1.00 | 26.pdf
  237 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  57.3% |   1.00 | 27.pdf
  244 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  65.7% |   1.00 | 28.pdf
  242 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  67.5% |   1.00 | 29.pdf
  243 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  51.0% |   1.00 | 3.pdf
  246 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  70.8% |   1.00 | 30.pdf
  241 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  65.9% |   1.00 | 31.pdf
  245 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  68.7% |   1.00 | 32.pdf
  247 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  63.9% |   1.00 | 33.pdf
  248 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  66.3% |   1.00 | 34.pdf
  249 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  72.1% |   1.00 | 35.pdf
  250 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  70.8% |   1.00 | 36.pdf
  255 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  75.2% |   1.00 | 37.pdf
  254 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  57.9% |   1.00 | 38.pdf
  252 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  69.0% |   1.00 | 39.pdf
  256 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  67.7% |   1.00 | 4.pdf
  251 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  69.3% |   1.00 | 40.pdf
  253 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  71.7% |   1.00 | 41.pdf
  260 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  68.4% |   1.00 | 42.pdf
  257 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  64.6% |   1.00 | 43.pdf
  258 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  67.5% |   1.00 | 44.pdf
  259 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  59.2% |   1.00 | 45.pdf
  262 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  78.9% |   1.00 | 46.pdf
  261 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  71.6% |   1.00 | 47.pdf
  266 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  70.6% |   1.00 | 48.pdf
  263 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  69.6% |   1.00 | 49.pdf
  264 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  58.1% |   1.00 | 5.pdf
  265 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  67.3% |   1.00 | 50.pdf
  268 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  71.0% |   1.00 | 51.pdf
  270 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  75.3% |   1.00 | 52.pdf
  267 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ⚠️  59.2% |   1.00 | 53.pdf
  269 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  78.6% |   1.00 | 54.pdf
  276 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  78.7% |   1.00 | 55.pdf
  275 | TS-INP   | DEFECT_REPORT        | Check C         | -            | ✅  64.8% |   1.00 | 56.pdf
